date,ticker,adj_close
2023-08-08 04:00:00,AAPL,179.800000
2023-08-08 04:00:00,MSFT,326.050000
2023-08-08 04:00:00,NVDA,44.660000
2023-08-08 04:00:00,TSLA,249.700000
2023-08-09 04:00:00,AAPL,178.190000
2023-08-09 04:00:00,MSFT,322.230000
2023-08-09 04:00:00,NVDA,42.550000
2023-08-09 04:00:00,TSLA,242.190000
2023-08-10 04:00:00,AAPL,177.970000
2023-08-10 04:00:00,MSFT,322.930000
2023-08-10 04:00:00,NVDA,42.390000
2023-08-10 04:00:00,TSLA,245.340000
2023-08-11 04:00:00,AAPL,177.790000
2023-08-11 04:00:00,MSFT,321.010000
2023-08-11 04:00:00,NVDA,40.850000
2023-08-11 04:00:00,TSLA,242.650000
2023-08-14 04:00:00,AAPL,179.460000
2023-08-14 04:00:00,MSFT,324.040000
2023-08-14 04:00:00,NVDA,43.750000
2023-08-14 04:00:00,TSLA,239.760000
2023-08-15 04:00:00,AAPL,177.450000
2023-08-15 04:00:00,MSFT,321.860000
2023-08-15 04:00:00,NVDA,43.940000
2023-08-15 04:00:00,TSLA,232.960000
2023-08-16 04:00:00,AAPL,176.570000
2023-08-16 04:00:00,MSFT,320.400000
2023-08-16 04:00:00,NVDA,43.490000
2023-08-16 04:00:00,TSLA,225.600000
2023-08-17 04:00:00,AAPL,174.000000
2023-08-17 04:00:00,MSFT,316.880000
2023-08-17 04:00:00,NVDA,43.340000
2023-08-17 04:00:00,TSLA,219.220000
2023-08-18 04:00:00,AAPL,174.490000
2023-08-18 04:00:00,MSFT,316.480000
2023-08-18 04:00:00,NVDA,43.300000
2023-08-18 04:00:00,TSLA,215.490000
2023-08-21 04:00:00,AAPL,175.840000
2023-08-21 04:00:00,MSFT,321.880000
2023-08-21 04:00:00,NVDA,46.970000
2023-08-21 04:00:00,TSLA,231.280000
2023-08-22 04:00:00,AAPL,177.230000
2023-08-22 04:00:00,MSFT,322.460000
2023-08-22 04:00:00,NVDA,45.670000
2023-08-22 04:00:00,TSLA,233.190000
2023-08-23 04:00:00,AAPL,181.120000
2023-08-23 04:00:00,MSFT,327.000000
2023-08-23 04:00:00,NVDA,47.120000
2023-08-23 04:00:00,TSLA,236.860000
2023-08-24 04:00:00,AAPL,176.380000
2023-08-24 04:00:00,MSFT,319.970000
2023-08-24 04:00:00,NVDA,47.160000
2023-08-24 04:00:00,TSLA,230.040000
2023-08-25 04:00:00,AAPL,178.610000
2023-08-25 04:00:00,MSFT,322.980000
2023-08-25 04:00:00,NVDA,46.020000
2023-08-25 04:00:00,TSLA,238.590000
2023-08-28 04:00:00,AAPL,180.190000
2023-08-28 04:00:00,MSFT,323.700000
2023-08-28 04:00:00,NVDA,46.840000
2023-08-28 04:00:00,TSLA,238.820000
2023-08-29 04:00:00,AAPL,184.120000
2023-08-29 04:00:00,MSFT,328.410000
2023-08-29 04:00:00,NVDA,48.780000
2023-08-29 04:00:00,TSLA,257.180000
2023-08-30 04:00:00,AAPL,187.650000
2023-08-30 04:00:00,MSFT,328.790000
2023-08-30 04:00:00,NVDA,49.260000
2023-08-30 04:00:00,TSLA,256.900000
2023-08-31 04:00:00,AAPL,187.870000
2023-08-31 04:00:00,MSFT,327.760000
2023-08-31 04:00:00,NVDA,49.350000
2023-08-31 04:00:00,TSLA,258.080000
2023-09-01 04:00:00,AAPL,189.460000
2023-09-01 04:00:00,MSFT,328.660000
2023-09-01 04:00:00,NVDA,48.510000
2023-09-01 04:00:00,TSLA,245.010000
2023-09-05 04:00:00,AAPL,189.700000
2023-09-05 04:00:00,MSFT,333.550000
2023-09-05 04:00:00,NVDA,48.550000
2023-09-05 04:00:00,TSLA,256.490000
2023-09-06 04:00:00,AAPL,182.910000
2023-09-06 04:00:00,MSFT,332.880000
2023-09-06 04:00:00,NVDA,47.060000
2023-09-06 04:00:00,TSLA,251.920000
2023-09-07 04:00:00,AAPL,177.560000
2023-09-07 04:00:00,MSFT,329.910000
2023-09-07 04:00:00,NVDA,46.240000
2023-09-07 04:00:00,TSLA,251.490000
2023-09-08 04:00:00,AAPL,178.180000
2023-09-08 04:00:00,MSFT,334.270000
2023-09-08 04:00:00,NVDA,45.570000
2023-09-08 04:00:00,TSLA,248.500000
2023-09-11 04:00:00,AAPL,179.360000
2023-09-11 04:00:00,MSFT,337.940000
2023-09-11 04:00:00,NVDA,45.180000
2023-09-11 04:00:00,TSLA,273.580000
2023-09-12 04:00:00,AAPL,176.300000
2023-09-12 04:00:00,MSFT,331.770000
2023-09-12 04:00:00,NVDA,44.870000
2023-09-12 04:00:00,TSLA,267.480000
2023-09-13 04:00:00,AAPL,174.210000
2023-09-13 04:00:00,MSFT,336.060000
2023-09-13 04:00:00,NVDA,45.480000
2023-09-13 04:00:00,TSLA,271.300000
2023-09-14 04:00:00,AAPL,175.740000
2023-09-14 04:00:00,MSFT,338.700000
2023-09-14 04:00:00,NVDA,45.580000
2023-09-14 04:00:00,TSLA,276.040000
2023-09-15 04:00:00,AAPL,175.010000
2023-09-15 04:00:00,MSFT,330.220000
2023-09-15 04:00:00,NVDA,43.900000
2023-09-15 04:00:00,TSLA,274.390000
2023-09-18 04:00:00,AAPL,177.970000
2023-09-18 04:00:00,MSFT,329.060000
2023-09-18 04:00:00,NVDA,43.970000
2023-09-18 04:00:00,TSLA,265.280000
2023-09-19 04:00:00,AAPL,179.070000
2023-09-19 04:00:00,MSFT,328.650000
2023-09-19 04:00:00,NVDA,43.520000
2023-09-19 04:00:00,TSLA,266.500000
2023-09-20 04:00:00,AAPL,175.490000
2023-09-20 04:00:00,MSFT,320.770000
2023-09-20 04:00:00,NVDA,42.240000
2023-09-20 04:00:00,TSLA,262.590000
2023-09-21 04:00:00,AAPL,173.930000
2023-09-21 04:00:00,MSFT,319.530000
2023-09-21 04:00:00,NVDA,41.020000
2023-09-21 04:00:00,TSLA,255.700000
2023-09-22 04:00:00,AAPL,174.790000
2023-09-22 04:00:00,MSFT,317.010000
2023-09-22 04:00:00,NVDA,41.610000
2023-09-22 04:00:00,TSLA,244.880000
2023-09-25 04:00:00,AAPL,176.080000
2023-09-25 04:00:00,MSFT,317.540000
2023-09-25 04:00:00,NVDA,42.220000
2023-09-25 04:00:00,TSLA,246.990000
2023-09-26 04:00:00,AAPL,171.960000
2023-09-26 04:00:00,MSFT,312.140000
2023-09-26 04:00:00,NVDA,41.910000
2023-09-26 04:00:00,TSLA,244.120000
2023-09-27 04:00:00,AAPL,170.430000
2023-09-27 04:00:00,MSFT,312.790000
2023-09-27 04:00:00,NVDA,42.470000
2023-09-27 04:00:00,TSLA,240.500000
2023-09-28 04:00:00,AAPL,170.690000
2023-09-28 04:00:00,MSFT,313.640000
2023-09-28 04:00:00,NVDA,43.090000
2023-09-28 04:00:00,TSLA,246.380000
2023-09-29 04:00:00,AAPL,171.210000
2023-09-29 04:00:00,MSFT,315.750000
2023-09-29 04:00:00,NVDA,43.500000
2023-09-29 04:00:00,TSLA,250.220000
2023-10-02 04:00:00,AAPL,173.750000
2023-10-02 04:00:00,MSFT,321.800000
2023-10-02 04:00:00,NVDA,44.780000
2023-10-02 04:00:00,TSLA,251.600000
2023-10-03 04:00:00,AAPL,172.400000
2023-10-03 04:00:00,MSFT,313.390000
2023-10-03 04:00:00,NVDA,43.520000
2023-10-03 04:00:00,TSLA,246.530000
2023-10-04 04:00:00,AAPL,173.660000
2023-10-04 04:00:00,MSFT,318.950000
2023-10-04 04:00:00,NVDA,44.040000
2023-10-04 04:00:00,TSLA,261.160000
2023-10-05 04:00:00,AAPL,174.910000
2023-10-05 04:00:00,MSFT,319.360000
2023-10-05 04:00:00,NVDA,44.690000
2023-10-05 04:00:00,TSLA,260.050000
2023-10-06 04:00:00,AAPL,177.490000
2023-10-06 04:00:00,MSFT,327.260000
2023-10-06 04:00:00,NVDA,45.760000
2023-10-06 04:00:00,TSLA,260.530000
2023-10-09 04:00:00,AAPL,178.990000
2023-10-09 04:00:00,MSFT,329.820000
2023-10-09 04:00:00,NVDA,45.270000
2023-10-09 04:00:00,TSLA,259.670000
2023-10-10 04:00:00,AAPL,178.390000
2023-10-10 04:00:00,MSFT,328.390000
2023-10-10 04:00:00,NVDA,45.800000
2023-10-10 04:00:00,TSLA,263.620000
2023-10-11 04:00:00,AAPL,179.800000
2023-10-11 04:00:00,MSFT,332.420000
2023-10-11 04:00:00,NVDA,46.810000
2023-10-11 04:00:00,TSLA,262.990000
2023-10-12 04:00:00,AAPL,180.710000
2023-10-12 04:00:00,MSFT,331.160000
2023-10-12 04:00:00,NVDA,46.950000
2023-10-12 04:00:00,TSLA,258.870000
2023-10-13 04:00:00,AAPL,178.850000
2023-10-13 04:00:00,MSFT,327.730000
2023-10-13 04:00:00,NVDA,45.460000
2023-10-13 04:00:00,TSLA,251.120000
2023-10-16 04:00:00,AAPL,178.720000
2023-10-16 04:00:00,MSFT,332.640000
2023-10-16 04:00:00,NVDA,46.090000
2023-10-16 04:00:00,TSLA,253.920000
2023-10-17 04:00:00,AAPL,177.150000
2023-10-17 04:00:00,MSFT,332.060000
2023-10-17 04:00:00,NVDA,43.940000
